Stages,Leader,Year,Yellow Jersey,Green jersey,White jersey,Polka-dot jersey
1.0,,2021,JULIAN ALAPHILIPPE,MICHAEL MATTHEWS,TADEJ POGAČAR,IDE SCHELLING
2.0,,2021,MATHIEU VAN DER POEL,JULIAN ALAPHILIPPE,TADEJ POGAČAR,IDE SCHELLING
3.0,,2021,MATHIEU VAN DER POEL,JULIAN ALAPHILIPPE,TADEJ POGAČAR,IDE SCHELLING
4.0,,2021,MATHIEU VAN DER POEL,MARK CAVENDISH,TADEJ POGAČAR,IDE SCHELLING
5.0,,2021,MATHIEU VAN DER POEL,MARK CAVENDISH,TADEJ POGAČAR,IDE SCHELLING
6.0,,2021,MATHIEU VAN DER POEL,MARK CAVENDISH,TADEJ POGAČAR,IDE SCHELLING
7.0,,2021,MATHIEU VAN DER POEL,MARK CAVENDISH,TADEJ POGAČAR,MATEJ MOHORIC
8.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,WOUTER POELS
9.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,NAIRO QUINTANA
10.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,NAIRO QUINTANA
11.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,NAIRO QUINTANA
12.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,NAIRO QUINTANA
13.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,NAIRO QUINTANA
14.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,MICHAEL WOODS
15.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,WOUTER POELS
16.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,WOUTER POELS
17.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,WOUTER POELS
18.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,WOUTER POELS
19.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,WOUTER POELS
20.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,JONAS VINGEGAARD,WOUTER POELS
21.0,,2021,TADEJ POGAČAR,MARK CAVENDISH,TADEJ POGAČAR,TADEJ POGAČAR
1.0,,2022,YVES LAMPAERT,WOUT VAN AERT,TADEJ POGAČAR,
2.0,,2022,WOUT VAN AERT,FABIO JAKOBSEN,TADEJ POGAČAR,MAGNUS CORT NIELSEN
3.0,,2022,WOUT VAN AERT,FABIO JAKOBSEN,TADEJ POGAČAR,MAGNUS CORT NIELSEN
1.0,,2022,WOUT VAN AERT,FABIO JAKOBSEN,TADEJ POGAČAR,MAGNUS CORT NIELSEN
4.0,,2022,WOUT VAN AERT,FABIO JAKOBSEN,TADEJ POGAČAR,MAGNUS CORT NIELSEN
5.0,,2022,WOUT VAN AERT,FABIO JAKOBSEN,TADEJ POGAČAR,MAGNUS CORT NIELSEN
6.0,,2022,TADEJ POGAČAR,WOUT VAN AERT,THOMAS PIDCOCK,MAGNUS CORT NIELSEN
7.0,,2022,TADEJ POGAČAR,WOUT VAN AERT,THOMAS PIDCOCK,MAGNUS CORT NIELSEN
8.0,,2022,TADEJ POGAČAR,WOUT VAN AERT,THOMAS PIDCOCK,MAGNUS CORT NIELSEN
9.0,,2022,TADEJ POGAČAR,WOUT VAN AERT,THOMAS PIDCOCK,SIMON GESCHKE
10.0,,2022,TADEJ POGAČAR,WOUT VAN AERT,THOMAS PIDCOCK,SIMON GESCHKE
11.0,,2022,JONAS VINGEGAARD,WOUT VAN AERT,TADEJ POGAČAR,SIMON GESCHKE
12.0,,2022,JONAS VINGEGAARD,WOUT VAN AERT,TADEJ POGAČAR,SIMON GESCHKE
13.0,,2022,JONAS VINGEGAARD,WOUT VAN AERT,TADEJ POGAČAR,SIMON GESCHKE
14.0,,2022,JONAS VINGEGAARD,WOUT VAN AERT,TADEJ POGAČAR,SIMON GESCHKE
15.0,,2022,JONAS VINGEGAARD,WOUT VAN AERT,TADEJ POGAČAR,SIMON GESCHKE
16.0,,2022,JONAS VINGEGAARD,WOUT VAN AERT,TADEJ POGAČAR,SIMON GESCHKE
17.0,,2022,JONAS VINGEGAARD,WOUT VAN AERT,TADEJ POGAČAR,SIMON GESCHKE
18.0,,2022,JONAS VINGEGAARD,WOUT VAN AERT,TADEJ POGAČAR,SIMON GESCHKE
19.0,,2022,JONAS VINGEGAARD,WOUT VAN AERT,TADEJ POGAČAR,SIMON GESCHKE
20.0,,2022,JONAS VINGEGAARD,WOUT VAN AERT,TADEJ POGAČAR,SIMON GESCHKE
21.0,,2022,JONAS VINGEGAARD,WOUT VAN AERT,TADEJ POGAČAR,JONAS VINGEGAARD
